experiment_mode,delta,seed,EKF_ARMSE,SR_EKF_ARMSE,IDEKF_ARMSE,EKF_minus_IDEKF,SR_EKF_minus_IDEKF,IDEKF_beats_EKF,IDEKF_beats_SR_EKF
fixed_horizon,0.1,1182,0.744763083993721,0.7621811916014936,2.170911164704213,-1.426148080710492,-1.4087299731027196,0,0
fixed_horizon,0.1,1183,2.329252703803557,1.6681351952054362,2.0695936307753158,0.2596590730282413,-0.4014584355698796,1,0
fixed_horizon,0.1,1184,2.484947148412196,2.386123862755526,2.182225720302852,0.302721428109344,0.20389814245267424,1,1
fixed_horizon,0.1,1185,3.00041178429729,2.9984757811780742,2.3350685008207845,0.6653432834765054,0.6634072803572897,1,1
fixed_horizon,0.1,1186,3.449498164464138,2.550307243147429,2.3254891048561497,1.1240090596079884,0.22481813829127928,1,1
fixed_horizon,0.1,1187,1.8632721403162396,1.9360031130722501,2.2107389456953164,-0.3474668053790768,-0.2747358326230662,0,0
fixed_horizon,0.1,1188,1.863364725149488,1.7499460343340199,1.6282035241331567,0.2351612010163313,0.12174251020086313,1,1
fixed_horizon,0.1,1189,2.0887606045339386,1.8053381486143245,11.311961949536713,-9.223201345002774,-9.506623800922387,0,0
fixed_horizon,0.1,1190,2.9178907458211416,2.232503147213839,2.572078682378383,0.3458120634427586,-0.3395755351645442,1,0
fixed_horizon,0.1,1191,2.1107326073761232,2.5848321989787837,2.887603872272428,-0.7768712648963048,-0.3027716732936443,0,0
fixed_horizon,0.1,1192,2.2824070796659837,1.6271505125241,2.9338475052564266,-0.6514404255904429,-1.3066969927323266,0,0
fixed_horizon,0.1,1193,2.783985710085507,2.5874328829807247,3.3976675522460247,-0.6136818421605175,-0.8102346692653,0,0
fixed_horizon,0.1,1194,3.4609730620558263,3.685704918427236,1.7103273834613633,1.750645678594463,1.9753775349658727,1,1
fixed_horizon,0.1,1195,3.465038535819825,2.9568463258012714,4.277782348275595,-0.8127438124557704,-1.3209360224743238,0,0
fixed_horizon,0.1,1196,1.4550853220856614,1.4550853222091342,1.9823888887705257,-0.5273035666848642,-0.5273035665613914,0,0
fixed_horizon,0.1,1197,1.8098768729640875,2.1584837286417695,2.6991575774771497,-0.8892807045130622,-0.5406738488353802,0,0
fixed_horizon,0.1,1198,1.6940293730709732,1.4536396011666048,1.7361720881544949,-0.04214271508352163,-0.28253248698789,0,0
fixed_horizon,0.1,1199,4.8628491098438,2.2187276786219043,2.443430904983779,2.419418204860021,-0.22470322636187445,1,0
fixed_horizon,0.1,1200,4.231045311901435,1.082340266939645,3.074715445734631,1.1563298661668044,-1.992375178794986,1,0
fixed_horizon,0.2,1001,2.982292071750826,2.3498860103866717,25.559802370538794,-22.577510298787967,-23.20991636015212,0,0
fixed_horizon,0.2,1002,3.555033119359223,3.578883922952068,3.5026295421729627,0.0524035771862601,0.07625438077910518,1,1
fixed_horizon,0.2,1003,2.9561356830595567,2.5594078241748557,2.653407982990698,0.30272770006885885,-0.09400015881584212,1,0
fixed_horizon,0.2,1004,1.751569950961941,1.5249132162742176,2.9946172048871658,-1.2430472539252249,-1.4697039886129482,0,0
fixed_horizon,0.2,1005,2.1713097186257535,2.727803920214016,4.432481151841561,-2.2611714332158073,-1.704677231627545,0,0
fixed_horizon,0.2,1006,3.2734647274493938,3.273464725034729,2.7045002806433085,0.5689644468060853,0.5689644443914204,1,1
fixed_horizon,0.2,1007,12.537064656256941,3.3945172205457594,4.355985160615396,8.181079495641544,-0.9614679400696367,1,0
fixed_horizon,0.2,1008,2.3283298108245036,3.3092399814321567,2.0903272025622,0.23800260826230346,1.2189127788699565,1,1
fixed_horizon,0.2,1009,2.0672546795101203,2.453471607568169,1.8510973358255023,0.21615734368461803,0.6023742717426668,1,1
fixed_horizon,0.2,1010,1.8628366364703537,3.380197339977667,2.7923919695638832,-0.9295553330935296,0.5878053704137836,0,1
fixed_horizon,0.2,1011,1.8215527654652266,2.7150813954041215,2.7584595981288094,-0.9369068326635828,-0.04337820272468784,0,0
fixed_horizon,0.2,1012,2.7959807973663233,2.675833886551022,2.3965966853854885,0.3993841119808348,0.2792372011655333,1,1
